entry_date,expiry_date,etf_entry,iv,ivr,rsi,bbu,filter_passed,filter_would_pass,call_offsets,put_offsets,num_contracts,total_premium,total_net_rmb,put_filled,put_fill_time,put_exec_px,put_limit_px,put_trigger_val,Call_Leg_A_(OTM2)_contract,Call_Leg_A_(OTM2)_K,Call_Leg_A_(OTM2)_side,Call_Leg_A_(OTM2)_exec_px,Call_Leg_A_(OTM2)_premium,Call_Leg_A_(OTM2)_exercise,Call_Leg_A_(OTM2)_net,Call_Leg_A_(OTM2)_note,Call_Leg_B_(OTM3)_contract,Call_Leg_B_(OTM3)_K,Call_Leg_B_(OTM3)_side,Call_Leg_B_(OTM3)_exec_px,Call_Leg_B_(OTM3)_premium,Call_Leg_B_(OTM3)_exercise,Call_Leg_B_(OTM3)_net,Call_Leg_B_(OTM3)_note,Put_Buy____(Level_1)_contract,Put_Buy____(Level_1)_K,Put_Buy____(Level_1)_side,Put_Buy____(Level_1)_exec_px,Put_Buy____(Level_1)_premium,Put_Buy____(Level_1)_exercise,Put_Buy____(Level_1)_net,Put_Buy____(Level_1)_note
2025-04-24,2025-05-28,3.882,0.1287,0.097,45.53,4.0593,True,True,2+3,1+1,1,-33.37,-39.37,True,2025-04-24 10:00:00,0.0371,0.0371,-0.0851,10009073,4.0,sell,0.0235,235.2,0.0,233.2,expires_worthless,10009074,4.1,sell,0.0103,102.9,0.0,100.9,expires_worthless,10009080,3.8,buy,0.0371,-371.47,0.0,-373.47,expires_worthless
2025-05-29,2025-06-25,3.966,0.1221,0.0823,51.79,4.0626,True,True,2+3,1+1,1,-163.67,-169.67,True,2025-05-29 09:50:00,0.0372,0.0372,-0.1154,10008283,4.1,sell,0.0141,141.12,0.0,139.12,expires_worthless,10008284,4.2,sell,0.0068,67.62,0.0,65.62,expires_worthless,10008290,3.9,buy,0.0372,-372.41,0.0,-374.41,expires_worthless
2025-06-26,2025-07-23,3.986,0.1372,0.1161,54.89,4.0463,True,True,2+3,1+1,1,428.18,-2510.76,True,2025-06-26 09:35:00,0.0312,0.0312,-0.037,10009347,4.009,sell,0.0499,510.09,-1942.94,-1434.85,assigned  ETF=4.1990 K=4.0090,10009443,4.1,sell,0.0237,237.16,-990.0,-754.84,assigned  ETF=4.1990 K=4.1000,10009355,3.912,buy,0.0312,-319.08,0.0,-321.08,expires_worthless
2025-07-24,2025-08-27,4.225,0.1595,0.1661,79.95,4.2261,False,False,,1+1,1,-771.77,-773.77,True,2025-07-24 10:00:00,0.0772,0.0772,-0.0973,,,,,,,,,,,,,,,,,10009542,4.2,buy,0.0772,-771.77,0.0,-773.77,expires_worthless
2025-08-28,2025-09-24,4.559,0.2329,0.3007,74.54,4.5978,False,False,,1+1,1,-948.65,-950.65,True,2025-08-28 10:40:00,0.0949,0.0949,-0.2501,,,,,,,,,,,,,,,,,10009608,4.5,buy,0.0949,-948.65,0.0,-950.65,expires_worthless
2025-09-25,2025-10-22,4.695,0.1536,0.1033,66.9,4.7096,False,False,,1+1,1,-502.12,-504.12,True,2025-09-25 10:30:00,0.0502,0.0502,-0.1372,,,,,,,,,,,,,,,,,10009921,4.6,buy,0.0502,-502.12,0.0,-504.12,expires_worthless
2025-10-23,2025-11-26,4.713,0.162,0.191,56.54,4.7907,True,True,2+3,1+1,1,-519.58,213.82,True,2025-10-23 09:35:00,0.1037,0.1037,-0.0371,10010089,4.9,sell,0.0342,342.02,0.0,340.02,expires_worthless,10010090,5.0,sell,0.0175,175.42,0.0,173.42,expires_worthless,10010096,4.7,buy,0.1037,-1037.02,740.0,-299.62,exercised ETF=4.6260 K=4.7000
2025-11-27,2025-12-24,4.622,0.118,0.0524,42.92,4.8711,True,True,2+3,1+1,1,-452.28,-458.28,True,2025-11-27 09:35:00,0.0618,0.0618,-0.0192,10009797,4.8,sell,0.012,119.56,0.0,117.56,expires_worthless,10009821,4.9,sell,0.0046,46.06,0.0,44.06,expires_worthless,10009632,4.6,buy,0.0618,-617.9,0.0,-619.9,expires_worthless
2025-12-25,2026-01-28,4.766,0.1252,0.1004,58.92,4.7706,True,True,2+3,1+1,1,-93.52,-99.52,True,2025-12-25 13:25:00,0.0531,0.0531,-0.1186,10010466,4.9,sell,0.0299,298.9,0.0,296.9,expires_worthless,10010467,5.0,sell,0.0138,138.18,0.0,136.18,expires_worthless,10010473,4.7,buy,0.0531,-530.6,0.0,-532.6,expires_worthless
2026-01-29,2026-02-25,4.768,0.1664,0.374,50.33,4.9685,True,True,2+3,1+1,1,629.92,623.92,True,2026-01-29 13:45:00,0.0568,0.0568,-0.1416,10010890,4.8,sell,0.071,710.5,0.0,708.5,expires_worthless,10010651,4.873,sell,0.0475,487.66,0.0,485.66,expires_worthless,10010898,4.7,buy,0.0568,-568.23,0.0,-570.23,expires_worthless
2026-02-26,2026-03-25,4.735,0.1136,0.0234,50.88,4.7833,True,True,2+3,1+1,1,75.66,1629.06,False,,0.0495,0.0442,-0.0178,10010908,4.8,sell,0.0366,365.54,0.0,363.54,expires_worthless,10009871,4.873,sell,0.02,205.12,0.0,203.12,expires_worthless,10010916,4.7,buy,0.0495,-495.0,1560.0,1062.4,exercised ETF=4.5440 K=4.7000
2026-03-26,2026-04-22,4.488,0.1497,0.2633,37.42,4.7997,True,True,2+3,1+1,1,59.84,-3166.16,True,2026-03-26 09:35:00,0.0391,0.0391,-0.0152,10011123,4.6,sell,0.0319,318.5,-2110.0,-1793.5,assigned  ETF=4.8110 K=4.6000,10011124,4.7,sell,0.0132,132.3,-1110.0,-979.7,assigned  ETF=4.8110 K=4.7000,10011130,4.4,buy,0.0391,-390.96,0.0,-392.96,expires_worthless
2026-04-23,2026-05-27,4.801,0.1211,0.0832,64.67,4.8769,True,True,2+3,1+1,1,-595.38,-601.38,True,2026-04-23 09:35:00,0.0833,0.0833,-0.0217,10011401,5.0,sell,0.0185,185.22,0.0,183.22,expires_worthless,10011409,5.25,sell,0.0052,51.94,0.0,49.94,expires_worthless,10011325,4.8,buy,0.0833,-832.54,0.0,-834.54,expires_worthless
2026-05-28,2026-06-24,4.932,0.137,0.2033,58.31,5.0213,True,True,2+3,1+1,1,-488.86,664.54,True,2026-05-28 13:50:00,0.0858,0.0858,-0.1335,10010321,5.117,sell,0.0246,252.38,0.0,250.38,expires_worthless,10010929,5.25,sell,0.0117,116.62,0.0,114.62,expires_worthless,10010936,4.9,buy,0.0858,-857.85,1160.0,299.55,exercised ETF=4.7840 K=4.9000
